decision_id,source_path,target_path,move_policy,status,reason,risk,evidence,owner,archive_ref,recovery_command,batch_id,approved_by,notes
B3-CLEAN-001,sched/global_sched.py:25,,import-cleanup,executed,delete dead import from sched.pre_alloc import glb_alloc_new,low,global_sched 0 Call nodes for glb_alloc_new,worker-binpack,B3-BINPACK-DEAD-MOVE,git checkout archive/test_pipeline-20260612 -- sched/global_sched.py,B3-BINPACK-DEAD-MOVE,user,EXECUTED 2026-06-16; dead import line deleted; gate PASS
B5-MOVE-001,sched/bin_list_utils.py::{get_task_layout,get_sparse_flops,update_sparse_dict},sched/bin_list_utils_old.py,move-reference,executed,3 dead fns (historical); get_task_layout=compact前身; get_sparse_flops+update_sparse_dict=old sim-chain sparse flops,low,"AST reachability: unreachable from sim_main imports; only caller old/allocator_agent(dead)",user,B5-BIN-LIST-CLEANUP,git checkout archive/test_pipeline-20260612 -- sched/bin_list_utils.py,B5-BIN-LIST-CLEANUP,user,EXECUTED 2026-06-16; bin_list_utils.py 1209->692 (pure deletion -517 incl B5-MOVE-002)
B5-MOVE-002,sched/bin_list_utils.py::{get_task_layout_sparse,add_bar,add_text,add_v_grid},sched/bin_list_utils_unused.py,move-reference,executed,4 dead fns (unfinished standalone); multi-backend viz attempt never landed; backend param only has matplotlib branch,low,"AST: get_task_layout_sparse 0 external callers; add_* only called by it",user,B5-BIN-LIST-CLEANUP,git checkout archive/test_pipeline-20260612 -- sched/bin_list_utils.py,B5-BIN-LIST-CLEANUP,user,EXECUTED 2026-06-16; user clarified sparse=unused(unfinished) not old(historical)
B6-SPLIT-001,sched/global_sched.py,sched/global_sched_alloc.py + global_sched_repack.py (shell re-export),move-reference,executed,split by purpose: Step2 alloc(7 fns) / Step3 repack(2 fns); AST zero mutual calls; shell variant B,low,"only sim_main.py imports it (2 sites); shell absorbs; zero external change",worker-sched,B6-FILE-SPLIT,git checkout archive/test_pipeline-20260612 -- sched/global_sched.py,B6-FILE-SPLIT,,byte-identical move; shell=import-forwarding only
B6-SPLIT-002,sched/scheduling_table.py,sched/scheduling_table_event.py (body retained + re-export),move-reference,executed,split event group(7 fns) out; not called by class methods; shell variant B,low,"init_event import in global_sched is dead; no live external breakage",worker-sched,B6-FILE-SPLIT,git checkout archive/test_pipeline-20260612 -- sched/scheduling_table.py,B6-FILE-SPLIT,,byte-identical move
B6-SPLIT-003,sched/slack_estim.py::EstimCoreNums4Process+EstimCoreNums4Task,sched/sched_fn.py (co-locate with consumer),move-reference,executed,relocate parasitic runtime fns to sole consumer; self-contained (math/Dict only); delete dead test(); keep plot_timeline_graph,low,"EstimCoreNums4Process only @sched_fn; EstimCoreNums4Task 0 callers(dead); test() 0 external callers; no circular import",worker-sched,B6-FILE-SPLIT,git checkout archive/test_pipeline-20260612 -- sched/slack_estim.py sched/sched_fn.py,B6-FILE-SPLIT,,delete sched_fn.py:27 import; delete slack_estim test()+__main__
B7-MOVE,sched/{scheduler_agent,sched_fn,state_trans,sched_utils}.py,sched/runtime_legacy/,move-reference,executed,physically relocate deprecated runtime-scheduling cluster; internal symbols untouched,low,"all live borrowers (Scheduler/check_miss/check_complete/pendingToReady/data_pipe_read/release_rsc) satisfied by 4 re-export shells; monitor_agent excluded (live)",worker-sched,B7-RUNTIME-LEGACY,git checkout archive/test_pipeline-20260612 -- sched/scheduler_agent.py sched/sched_fn.py sched/state_trans.py sched/sched_utils.py,B7-RUNTIME-LEGACY,EXECUTED 2026-07-01; gate PASS
B7-IMPORT-FIX,runtime_legacy/{scheduler_agent:18,sched_fn:27,28},(same files),move-companion,executed,3 intra-cluster import * paths: sched.X -> sched.runtime_legacy.X (avoid circular load via shell),low,"path-only change; verified no from sched.(sched_fn|sched_utils|state_trans) remains in runtime_legacy",worker-sched,B7-RUNTIME-LEGACY,sed revert,B7-RUNTIME-LEGACY,EXECUTED 2026-07-01
B7-SHELL,sched/{scheduler_agent,sched_fn,state_trans,sched_utils}.py (shells),(original positions),re-export-shell,executed,4 import-* re-export shells so external imports need zero change,low,variant B (same as B6 global_sched shell),worker-sched,B7-RUNTIME-LEGACY,git checkout archive/test_pipeline-20260612 -- sched/scheduler_agent.py sched/sched_fn.py sched/state_trans.py sched/sched_utils.py,B7-RUNTIME-LEGACY,EXECUTED 2026-07-01; gate PASS
B9-MAINOUT,sched/scheduling_table.py L841-954 (__main__ debug block),test_scheduling_table.py (new root),move-reference,executed,move 113-line debug block to external test (B6 test_deduce_cfg2 pattern); core class + event re-export untouched,low,"md5 block body 28aef54c945c identical; 3 cases stdout byte-equal; lwb keeps rc=1 ValueError at aeap_insert L276 (per E0005/E0007), not fixed this batch",codex,archive/test_pipeline-20260612,git checkout archive/test_pipeline-20260612 -- sched/scheduling_table.py && rm test_scheduling_table.py,B9,E0007,EXECUTED 2026-09-02; gate PASS
B11-MOVE-001,approach_Eq.py,approach/approach_Eq.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_Eq.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=f5eff8c44b804be60e8de8a4c2d1a3afad9a127b9e80b931fd5edd86d5d0a773; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-002,approach_collector.py,approach/approach_collector.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_collector.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=8f42d09dfe455ebdbf931a11266b5f4afccef485029d02affc5e36546754ffd1; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-003,approach_def.py,approach/approach_def.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_def.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=3bf4c156262a66c636be06e744da862240ebf619c5926a2b6928bf3f6e6df931; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-004,approach_initiator.py,approach/approach_initiator.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_initiator.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=4e805f25b057c5f66220ee491f40523587af265d948316f7c7993df3082decc9; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-005,approach_sched.py,approach/approach_sched.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_sched.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=fe9e3ab6bbb45ed4ee11215417b99a8868d7d0dba648949fc92a0f52a59c5a8e; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-006,approach_setup.py,approach/approach_setup.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_setup.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=0e30787994a6a23ea8c048a10ece4c5dc58bb157a311a2c5e8c242cda7c6bbbf; no deletion; root compatibility shell retained; RESULT acceptance pending
B11-MOVE-007,approach_sim.py,approach/approach_sim.py,move-reference,executed,active implementation package move; root module-identity alias retained,medium,C1-C8; seven source hashes unchanged; B10 and compat PASS; collector five existing failures unchanged,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_sim.py,B11-APPROACH-PACKAGE,reviewer E0033/E0034/E0035,implementation sha256=1d064618107e7888b9e75debc1e983dbc7e56a4e09240be75214d4dc770b2f4e; no deletion; root compatibility shell retained; RESULT acceptance pending
B12-MOVE-001,appoach_plot6.py,old/appoach_plot6.py,move-reference,executed,whole historical simulator file; all classes and methods retained,medium,reviewer E0039 A1-A6; standalone transcript matches independent pre-move baseline,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:appoach_plot6.py,B12-LEGACY-APPROACH-ARCHIVE,reviewer E0039,implementation complete; acceptance pending; root module retired; one import path edit only; original Phase1 source-path row retained as audit history; current location from this move
B12-MOVE-002,approach_util33.py,old/approach_util33.py,move-reference,executed,whole historical simulator file; all classes and methods retained,medium,reviewer E0039 A1-A6; standalone transcript matches independent pre-move baseline,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:approach_util33.py,B12-LEGACY-APPROACH-ARCHIVE,reviewer E0039,implementation complete; acceptance pending; root module retired; byte-identical; original Phase1 source-path row retained as audit history; current location from this move
B13-MOVE-001,utils.py::CHUNK_SIZE/get_next_chunk_id/save_chunk/load_h5_file + dedicated h5py import,utils_unused.py,move-reference,executed,independent dormant HDF5 trace utility cluster; preserve whole functions,medium,reviewer E0043 D1-D6; no live caller or implicit export; 9 characterization tests pass; 41-line pure deletion,codex,archive/test_pipeline-20260612,git show a1d933b1f26efd4d569eb3d8ffb313447294443b:utils.py,B13-UNUSED-HDF5-UTILS,reviewer E0043,h5py retained in requirement.txt; active utils no longer eagerly imports h5py; archived behavior unchanged; result acceptance pending
B14-MOVE-001,utils.py::get_log_path_str/_normalize_path/check_paths_equal,utils_unused.py,move-reference,executed,unused path utilities; complete original function bodies retained,medium,reviewer E0047 F1-F6; 19 new tests; 72 passed and 5 unchanged failures,codex,archive/test_pipeline-20260612,git apply --reverse --check /tmp/scheduler-b14-regression-pgo2vwm4/b14-source.patch,B14-UNUSED-PATH-UTILS,reviewer E0047,21-line pure deletion from B13 state; existing archive prefix retained; external utils names retired; acceptance pending; recovery patch persisted in B14 report
B15-MOVE-001,global_var.py:10 unused hardware-cost assignments,global_var_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused cost parameters; keep original assignment bytes,reviewed,E0052/E0053 G1-G6; b15 JSON and namespace tests,codex,archive/test_pipeline-20260612,Use validation.recovery.forward_patch in cleanup/reports/b15-unused-global-constants-baseline.json; git apply --reverse --check before scoped restore,B15-UNUSED-GLOBAL-CONSTANTS,reviewer E0053,No re-export; all ten old global_var and propagated names retired; no logic rewrite
B16-MOVE-001,approach/approach_Eq.py::norm_inv_cdf/exp_quantile,approach/approach_Eq_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Unused standalone quantile helpers; preserve complete original functions,medium,E0056/E0057 H1-H6; 18 pre-move cases and exact namespace tests,codex,a1d933b1f26efd4d569eb3d8ffb313447294443b,Use B16 JSON validation.recovery.check_command then restore_command; scoped reverse patch only,B16-UNUSED-EQ-QUANTILES,reviewer E0057,Nine original lines; root/package old names and function pickles retire; root alias unchanged
B17-MOVE-001,task/task_cfg.py,task/task_cfg_old.py,move-reference,EXECUTED_WAITING_REVIEW,Superseded graph/timeline implementation; preserve original bytes,MEDIUM,E0061/E0062; commented_vis_task_static_timeline; 59 lines,codex,archive/test_pipeline-20260612,See b17 baseline JSON validation.recovery; extract patch then git apply -R --check,B17-TASK-CFG-LEGACY-GRAPH,reviewer E0061/E0062,No body/import rewrite in live source; tests and borrowed functions retained
B17-MOVE-002,task/task_cfg.py,task/task_cfg_old.py,move-reference,EXECUTED_WAITING_REVIEW,Superseded graph/timeline implementation; preserve original bytes,MEDIUM,E0061/E0062; creat_jobTask_graph; 147 lines,codex,archive/test_pipeline-20260612,See b17 baseline JSON validation.recovery; extract patch then git apply -R --check,B17-TASK-CFG-LEGACY-GRAPH,reviewer E0061/E0062,No body/import rewrite in live source; tests and borrowed functions retained
B18-MOVE-001,model/event_gen/e2e_latency.py,model/event_gen/e2e_latency_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused generator; preserve exact original function,MEDIUM,E0066/E0067/E0068/E0070; naive_period_event_gen,codex,archive/test_pipeline-20260612,See B18 baseline JSON validation.recovery; extract then git apply -R --check,B18-UNUSED-E2E-EVENT-GENERATORS,reviewer E0066/E0067/E0068/E0070,Old function name and pickle path retire; six borrowed live helpers retained
B18-MOVE-002,model/event_gen/e2e_latency.py,model/event_gen/e2e_latency_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused generator; preserve exact original function,MEDIUM,E0066/E0067/E0068/E0070; e2e_var_sim,codex,archive/test_pipeline-20260612,See B18 baseline JSON validation.recovery; extract then git apply -R --check,B18-UNUSED-E2E-EVENT-GENERATORS,reviewer E0066/E0067/E0068/E0070,Old function name and pickle path retire; six borrowed live helpers retained
B19-MOVE-001,sched/slack_estim.py,sched/slack_estim_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused helper; preserve complete original function,MEDIUM,E0074; build_score_dict_ref_flops,codex,archive/test_pipeline-20260612,See B19 baseline JSON validation.recovery; extract then git apply -R --check,B19-UNUSED-SLACK-GRAPH-HELPERS,reviewer E0074,Old export and function pickle path retire; existing failures preserved
B19-MOVE-002,sched/slack_estim.py,sched/slack_estim_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused helper; preserve complete original function,MEDIUM,E0074; get_chains_info,codex,archive/test_pipeline-20260612,See B19 baseline JSON validation.recovery; extract then git apply -R --check,B19-UNUSED-SLACK-GRAPH-HELPERS,reviewer E0074,Old export and function pickle path retire; existing failures preserved
B19-MOVE-003,task/graph_breakdown.py,task/graph_breakdown_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused helper; preserve complete original function,MEDIUM,E0074; sort_chains_by_ddl_flops,codex,archive/test_pipeline-20260612,See B19 baseline JSON validation.recovery; extract then git apply -R --check,B19-UNUSED-SLACK-GRAPH-HELPERS,reviewer E0074,Old export and function pickle path retire; existing failures preserved
B20-MOVE-001,sim_main.py,sim_main_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused CSV/cache helper; complete original bytes preserved,MEDIUM,E0078/E0080; ensure_csv,codex,archive/test_pipeline-20260612,See B20 baseline JSON validation.recovery; extract then git apply -R --check,B20-UNUSED-SIM-CACHE-HELPERS,reviewer E0078 and E0080,Old export and function pickle path retire; original exceptions and state changes preserved
B20-MOVE-002,sim_main.py,sim_main_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused CSV/cache helper; complete original bytes preserved,MEDIUM,E0078/E0080; prepare_induced_env_if_needed,codex,archive/test_pipeline-20260612,See B20 baseline JSON validation.recovery; extract then git apply -R --check,B20-UNUSED-SIM-CACHE-HELPERS,reviewer E0078 and E0080,Old export and function pickle path retire; original exceptions and state changes preserved
B20-MOVE-003,sim_main.py,sim_main_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused CSV/cache helper; complete original bytes preserved,MEDIUM,E0078/E0080; get_core_num_from_trace_name,codex,archive/test_pipeline-20260612,See B20 baseline JSON validation.recovery; extract then git apply -R --check,B20-UNUSED-SIM-CACHE-HELPERS,reviewer E0078 and E0080,Old export and function pickle path retire; original exceptions and state changes preserved
B20-MOVE-004,sim_main.py,sim_main_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused CSV/cache helper; complete original bytes preserved,MEDIUM,E0078/E0080; check_max_bin_num,codex,archive/test_pipeline-20260612,See B20 baseline JSON validation.recovery; extract then git apply -R --check,B20-UNUSED-SIM-CACHE-HELPERS,reviewer E0078 and E0080,Old export and function pickle path retire; original exceptions and state changes preserved
B21-MOVE-001,model/message/msg_dispatcher.py,model/message/msg_dispatcher_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused message helper; complete original bytes preserved,MEDIUM,E0084 M1-M6; msg_read,codex,archive/test_pipeline-20260612,See B21 baseline JSON validation.recovery; extract then git apply -R --check,B21-UNUSED-MESSAGE-HELPERS,reviewer E0084,Old export and function pickle path retire; class internals and all remaining bytes preserved
B21-MOVE-002,model/message/msg_dispatcher.py,model/message/msg_dispatcher_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused message helper; complete original bytes preserved,MEDIUM,E0084 M1-M6; msg_filter,codex,archive/test_pipeline-20260612,See B21 baseline JSON validation.recovery; extract then git apply -R --check,B21-UNUSED-MESSAGE-HELPERS,reviewer E0084,Old export and function pickle path retire; class internals and all remaining bytes preserved
B23-MOVE-001,scripts/e2e_exp_runner.py,scripts/e2e_exp_runner_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused experiment helper; complete original bytes preserved,MEDIUM,E0090 N1-N6; round_to_step,codex,archive/test_pipeline-20260612,See B23 JSON validation.recovery; extract then git apply -R --check,B23-UNUSED-EXPERIMENT-HELPERS,reviewer E0090,Old export and function pickle path retire; retained code and legacy CLI unchanged
B23-MOVE-002,analyze/stat_num_exec.py,analyze/stat_num_exec_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused experiment helper; complete original bytes preserved,MEDIUM,E0090 N1-N6; extract_num_cores,codex,archive/test_pipeline-20260612,See B23 JSON validation.recovery; extract then git apply -R --check,B23-UNUSED-EXPERIMENT-HELPERS,reviewer E0090,Old export and function pickle path retire; retained code and legacy CLI unchanged
B24-MOVE-001,mapper/mem_planner.py,mapper/mem_planner_old.py,move-reference,EXECUTED_WAITING_REVIEW,Superseded event-sweep helper; original bytes preserved,MEDIUM,E0094/E0096; stat_overlapping_old,codex,archive/test_pipeline-20260612,See B24 JSON validation.recovery; extract then git apply -R --check,B24-MAPPER-LEGACY-HELPERS,reviewer E0094 and E0096,Old export and function pickle path retire; classes and all remaining bytes preserved
B24-MOVE-002,mapper/mem_planner.py,mapper/mem_planner_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused mapper helper; original bytes preserved,MEDIUM,E0094/E0096; scan_overlap_1d,codex,archive/test_pipeline-20260612,See B24 JSON validation.recovery; extract then git apply -R --check,B24-MAPPER-LEGACY-HELPERS,reviewer E0094 and E0096,Old export and function pickle path retire; classes and all remaining bytes preserved
B24-MOVE-003,mapper/mem_planner.py,mapper/mem_planner_unused.py,move-reference,EXECUTED_WAITING_REVIEW,Independent unused mapper helper; original bytes preserved,MEDIUM,E0094/E0096; sort_fn_conflict_s_r,codex,archive/test_pipeline-20260612,See B24 JSON validation.recovery; extract then git apply -R --check,B24-MAPPER-LEGACY-HELPERS,reviewer E0094 and E0096,Old export and function pickle path retire; classes and all remaining bytes preserved
B27-MOVE-AUDIT-PACKETS,REVIEW_PACKET_*.md (28 tracked files),cleanup/reports/review-packets/,move-reference,executed,group historical review packets under cleanup reports,low,28 source files retained with unchanged basenames,codex,093763e,"git revert --no-edit $(git log --format=%H --grep='cleanup: organize audit files and tests' -1)",B27-ROOT-ORGANIZATION,user,no content deletion
B27-MOVE-PHASE1-STATUS,PHASE1_STATUS_FOR_NEXT_AGENT.md,cleanup/history/phase1/PHASE1_STATUS_FOR_NEXT_AGENT.md,move-reference,executed,archive superseded compatibility pointer,low,CLEANUP_STATUS remains canonical entry point,codex,093763e,"git revert --no-edit $(git log --format=%H --grep='cleanup: organize audit files and tests' -1)",B27-ROOT-ORGANIZATION,user,basename retained; relative target path adjusted only
B27-MOVE-GUROBI-SUMMARY,GUROBI_ENV_TESTING_SUMMARY.md,cleanup/reports/environment/GUROBI_ENV_TESTING_SUMMARY.md,move-reference,executed,group historical environment evidence,low,tracked source retained unchanged,codex,093763e,"git revert --no-edit $(git log --format=%H --grep='cleanup: organize audit files and tests' -1)",B27-ROOT-ORGANIZATION,user,no content deletion
B27-MOVE-TEST-SUMMARY,TEST_SCRIPT_UPDATE_SUMMARY.md,cleanup/reports/test-maintenance/TEST_SCRIPT_UPDATE_SUMMARY.md,move-reference,executed,group historical test-maintenance evidence,low,tracked source retained unchanged,codex,093763e,"git revert --no-edit $(git log --format=%H --grep='cleanup: organize audit files and tests' -1)",B27-ROOT-ORGANIZATION,user,no content deletion
B27-MOVE-ROOT-TESTS,test_*.py plus simple_test_collector.py and debug_sink_constraint.py (27 tracked root files),tests/,move-reference,executed,consolidate tests and diagnostics without deleting them,low,27 source files retained; pytest collection preserved; two standalone scripts rc=0,codex,093763e,"git revert --no-edit $(git log --format=%H --grep='cleanup: organize audit files and tests' -1)",B27-ROOT-ORGANIZATION,user,15 repository-root declarations and 2 subprocess import paths adjusted only
B28-APPROACH-001,approach_Eq.py,approach/approach_Eq.py,retire-compatibility-shell,executed,complete direct package migration and remove the root forwarding shell as requested,medium,all tracked callers use package imports; package contract and full pytest pass,codex,f792ca0,restore the root shell from f792ca0 and reverse the B28 import-path patch,B28-APPROACH-PACKAGE-FINALIZATION,user; reviewer E0127,live implementation remains under approach/; no root forwarding shell retained
